tweet;demanda;tema
escribir texto corto corto corto corto participar nueva edición concurso nanorrelatos parar joven;0;
escribir respecto velador barrio salburua concretamente café viena situado calle viena;0;
escrito rick green traducir dra elena díaz guereñu texto original inglés ir;0;
escuchar beneficio rosa parar salud enlo poder escuchar directo;0;
tweet haber quedar enviar ir ver venir jeje congrats;0;
ser compatible núcleo duro fichar haber q fichar siemprepero reinventarse ser problema anual;0;
ser deno joder jjajajaj sino puto mieddo ser fan vivir calle;0;
ir organizarlo ahora solo tener papelera lol mas;0;
ser falta ataque harden;0;
espacio público mobiliario urbano hacer minuto;0;
esperanza aguirre haber dimitir haber imputar juzgado judicialmente limpia salvo carril bus;0;
esperar equipo ser ver litro realidad metro parecer milagro meterse playoff;0;
esperar castigo consistir bus parar resta temporada xd;0;
esque si quedo encerrar ascensor entrar tal ataque risa poder vida ver dani comer reír eh;0;
caer aguanieve hacer tres día camiseta manga corta bermudas c vitoriagasteiz decir;0;
mañana nieve abril vitoria video;0;
pasar gasteiz telegram;0;
euskal herria unir visitilla gasteiz mal;0;
sangría continuo;0;
tarde retreta sanprudencio tamborrada mañana romería armentia lunes fiesta estibaliz;0;
abril momento haber caído unir gota agua ser raro vitoria;0;
decir cuerda tranvía deber haberse quedar lovaina;1;movilidad
año haber volver colocar mismo sitio torcido seguir ser problema riesgo parar ciclist;1;espacio público
adiestramiento deparar prevenir volver casa;0;
ser librodeladiscordia molestar pp gasteiz;0;
jueves cambiar horaescenarionos ir cona callesan prudencio toma;0;
cantar venir vitoriacanción bonito;0;
viernes ser fiesta aquí vitoria gasteiz santo prudencio así igual salgar grabar preparar montaje día;0;
estimar representante ayuntamientoen frente declaración rio haber unir farola falta espejo;1;espacio público
ser inaguantable robo mano armada hacer;0;
ser q hacer darussafaca kuzminskas ejemplo;0;
arbitraje generar violencia;0;
gato nuevo pichi abetxukojajajaja litro vitoria entender pongobuen descanso gentehasta mañana;1;delincuencia
jardín salburua unir acumulación suciedad;1;limpieza
supuestamente asesino pablo chaval malagueño muerto mediar unir pelea medio calla;0;
to solo gasteiz haber quedar siete así si alguien to solo vengar;0;
ver celticswashington ayer repente encuentro benito floro;0;
ver enfrentar marquesina antonio amatz haber pintado letra parada bus querer saber;0;
euskadi ayuntamiento barakaldo busca complicidad ciudadano parar acabar acto incívicos afectar;0;
euskadi bilbao acoger mayo ix edición eco rallye vasco navarro vehículo respetuoso;0;
euskadi bizkaia comenzar campaña renta presentar declaración;0;
euskadi calcinar tres nuevo contenedor calle zorrozgoiti bilbao;0;
euskadi comenzar campaña renta bizkaia presentar total declaración;0;
euskadi compañía vasco llevar distrito bilbao mayor circuito euskadi arte calle;0;
euskadi detenido menor vitoria intento homicidio tras agredir joven cuchillo;1;delincuencia
euskadi autobús conectar vitoria foronda costar euro únicamente poder ser utilizar viajero;0;
euskadi comité limpieza impacto convocar paro hora accidente morir trabajador;0;
euskadi delegado gobierno euskadi crear eta haber entregar mitad arsenal robo;0;
euskadi iván ferreiro visitar vitoria mayo nuevo trabajo casa;0;
euskadi oposición presionar urtaran parar unir empresa público limpiar vitoria;1;limpieza
euskadi residencia foral persona mayor txagorritxu vitoria celebrar centenario unir residente;0;
euskadi junta general bizkaia renovar unanimidad pacto ciudadano violencia machista;0;
euskadi osakidetza poner marcha nuevo servicio rehabilitación lakuabizkarra vitoria;0;
euskadi partido reclamar madrid vitoria respaldar dinero ess bilbao;0;
evdia jn borrar escaso vocabulario repartir entrar cincar mil;0;
evdia jn dónde enconcontraré alimento perdurar saciar llena sentido vida hoy;0;
evdia jn dar espíritu medida palabra ser palabra reino construir reino evdia;0;
evdia jn signo mismo erar signo evdia;0;
evdia mt vivir comer estilo manso humilde corazón quita carga romper yugo;0;
exactola ruta sera coloniavitoria sevilla;0;
exigir conela gestión directo servicio limpieza ahorrar coste;1;limpieza
experiencia revolución mariposa parar combatir violencia patriarcal mediante artivismo;0;
expoliar ártico comer unir propiedad privar solucionar problema contaminac;0;
exposición dekocina distribuidormueblescocina vitoria gasteizalava;0;
exposicion foto olear fotografia alava gasteiz vitoria amigo geroarte arte;0;
facebook permitir cabecera página empresa ser vídeo;0;
fallecer scarponi mientras entrenar;0;
falso virus windows antivirus poder dejarte pc;0;
falta falta falta falta robo;0;
feasts of the pattern of álava santo prudencio basque country northern spain hoy vitoriagasteiz fiesta;0;
feliz día santo prudencio patrón álava felicidad alavés alavés sanprudencio álava;0;
feliz día internacional danzadavideyrazuphotographyvitoria spain;0;
feliz puente alavés disfrutar día festivo tan especial sanprudencio estibaliz patrón;0;
feliz víspera sanprudencio lluvia aguar fiesta hacer frío;0;
feria creativo manualidad devitoriagasteiz;0;
fiesta álava;0;
fin limbo insidevitoriagasteiz pais vasco spain;0;
firmar acabar arribar comer ahora descanso seguir dominio rebote pasar delante parar ataque ruso arribar x inicial;0;
flipariais si leer tráfico ilegal animal;0;
franco unasco ser homenaje dictador golpista asesino comer si alemania italia hubie;0;
futsal robo joshua gool rotossanpru;0;
gallo salsa holandés hoy martes anemia cuenta cómo elaborar receta pescadola poder escuchar;0;
gana fiesta hoy arrancar fiesta abetxuko;0;
gasteiz homenajear tarde poeta gloria fuerte;0;
gasteiz homenajear martes poeta gloria fuerte;0;
gasteiz irekia ahí hora correo derecho persona migrante refugiar;0;
gasteiz on crecer servicio asociado vitoriagasteiz;0;
gasteiz on asoc propietario urbano firmar convenio desarrolo actividad interés colaboraci;0;
gasteiz tuvisaren autobus berrietako batek dagoeneko irudi berria du;0;
gasteizko historia vitoria leyenda milagro santo prudencio;0;
gato atropellar gasolinera onaindia zona arriaga vitoriabuscamos alimentador zona si pudi;1;espacio público
gautxori horario recorrer;0;
gernika hoy jornada diverso repiteesta europa cumplir ley d asilo gasteiz ser cuidar;0;
gmail drive truco parar aprovechar máximo google;0;
gobert bici bargnani xd;0;
google maps dónde haber aparcar coche;0;
gracia javi enhorabuena t;0;
gracia aportación seguir curso sugerencia buzón ciudadano;0;
graciasa ver si saco tiempo echar vistazo saludo vitoriagasteiz;0;
graciaspor dejarme tirado calle vez ir curso;0;
gráfico informe evaluación plan movilidad sostenible espacio público;0;
gran noche ayer señorvitoria spain;0;
gran renta ser economía;0;
grandísimo invento noademás grabado vitoriagasteiz;0;
great video and song only days for see you atvitoriagasteiz rock;0;
green capital zorro morir cepo ilegal instalar unir huerta vitoriagasteiz vía;1;delincuencia
grupo ronda calle bcampos harrikada kirolaraba spcc;0;
grupo ronda calle bmutilak león donosti spcc;0;
grupo ronda calle bnew houses harrikada lacturale spcc;0;
grupo b ronda calle bmamemimo dragons spcc;0;
grupo b ronda calle bmoxó crianza spcc;0;
grupo b ronda calle bneskak divi spcc;0;
grupo ronda calle b harrikadajoven spcc;0;
grupo ronda calle bdiví new houses spcc;0;
grupo ronda calle bmoxó harrikada spcc;0;
guía casting perfecto parar buscar compañero piso;0;
gymnasios vampm vitoria alava información;0;
hora buesa arena punto parar gran noche bueno baloncesto demostrar carácter;0;
haber ser decir saber q bts nominar bbmas haber dicho calle lmao;0;
haber puesto pie polvoroso cambiar retreta chancleta huir frío sanprudencio tropical;0;
hablar marian izagirre portavoz dedel accidente dejar región devastar;0;
haber ayuda parar cambiar ventana barrio vitoria;0;
haber ayuda parar cambiar ventana barrio vitoria vitoriagasteiz;0;
hacer año día mercado gernika ruido motor alto nube gris;0;
hacer falta ser basura cobarde parar hacer asi ascoasko faxistakkanpora;0;
hacer tiempo vengar observar canaleta recoger agua situar frente cc d;1;espacio público
hacer falta donación sangre vitoria;1;administración pública
hacer deporte alto rendimiento mata;0;
hagámoslo bonito sucio;0;
hagamoslo bonito sucio comer busca dejar amor;0;
haber ser partido disputar entrar baskonia joventut vitoriagasteiz balance victoria loc;0;
harto violencia fútbol deporte rivalidad ser muchísimo menos tolerancia cero;0;
haber ser madre hacer celébralo ahora acercar diadelamadre beber;0;
haber tener frío noche ser lógico;0;
haber tener accidente bien ser importante rellenar parte amistoso ser fácil si;0;
haber tratado incautar pasa nudes novio haber calificar basura q difundir todavia;0;
;0;
haber dos tío vitoria parecer;0;
haber local gasteiz tener noseque incontestable carisma personalidad local referencia;0;
haber novedad haber deber cazar herri norte enseñarles ser karma alegro xq;0;
haber posible escenario empresa limpieza seguir contrato licitar nuevo ayto asumir gestión directo;1;limpieza
haber puesto catar repetir escuchar tó asco pa;0;
haber votar porpara mvpmovistar;0;
haber volver oír kalimotxo invento bilbao comer hacer año mili vitoria beber cocacola vino;0;
haber barrido lararuizconde harrikada curling spccpista hielo vitoria;0;
hermanamiento peña previo derby noche vitoria alaveseibar eibarfans;0;
hermoso armonía pararse pensar q poder aportar hacer grande frasesvitoria;0;
highlights baskonia vitoria gasteiz cska moscow game;0;
historia santo prudencioquién ir santo prudenciovitoriagasteiz;0;
hola todcon tres inscripción completar gruposi podar compartir infodaniarriphoto;0;
hola haber alguno problema parar registrarse google hire unir cuenta google existente gracia;0;
hola ser carlitos encantar conocertefui rescatar calle absceso unir infección importante;0;
holame recordar vez horitas entrar rodilla autobús ser alsa;1;movilidad
holami problema residir mañana conducir calle luis heintz dirección pla;1;movilidad
holaquería informar contenedor gris esquina calle hortaleza anglovasco aparecer;1;limpieza
homilía señor estíbaliz;0;
hora media supercanasta enbaskonia fichaje euroliga liga endesa araberri esperar;0;
horario web tener autobús parar subir uni ocho media autobús lol;1;movilidad
hostelería ayuda ayuntamiento vitoriagasteizlas inversión realizar acreditar mediante factura debidamente emitir litro;0;
hostia felicidad vitoria voz lacon permiso;0;
hoy comenzar inscripción parar bachillerato;0;
hoy comer día haber volver tener problema valentín foronda parque infantil;1;espacio público
hoy txistularis atabalaris gasteiz fiesta abetxuko cuant amig haber volver ver;0;
hoy día mayo resto sala biblioteca cerrada excepto sala estudio salburua pilar;1;administración pública
hoy nublado día haber impedido poder disfrutar unir bonito mañana educacionambiental mirar foto;0;
hoy vitoria ser santo prudencio salar conforme acercar draft gana dar quedarme casa haber cumplir;0;
hoy ser mayo bueno día parar celebrar triunfosde principal equipo vitoria contundente;0;
hoy ser último día semana egun on egunon buenosdias vitoriagasteiz green;0;
hoy ser santo prudencio gasteiz tener honrar patrón así fiesta;0;
hoy hoscar vazquez presidente sáenz horecaen especial sanprudencio plaza n;0;
hoy gente haber sacandose taba entender dar asco;0;
hoy haber haber suerte tiempolluvia granizoviento frío haber acompañar mañana ciclistaaun así cuantosa rodar;0;
hoy haber programa mañana lunes estíbaliz larutaslow parayal;0;
hoy vez haber volver aprender agua actividad amvisa alumnado degracias;0;
hoy pillar billete parar f dar;0;
hoy ración extra baloncesto hora encony;0;
hoy santo prudencio vitoriagasteiz;0;
hoy ampliar hora horario cierre local hostelero pasar respetalas;0;
hoy servicio especial bus parar ir armentia vitoriagasteiz;0;
hoy obligatorio tampoco hacer gracia sanprudencio;0;
hoy tener unir cita poesía;0;
hoy tener tarde derbi mendigasteiz dar bienvenida aficionado guipuzcoano;0;
hoy toca ver killerkume meido ágora tope domingo negro tope ruido;0;
huir coche tras embestir ciclista vitoria;1;delincuencia
i encuentro voluntariado vasco vitoriagasteiz crónica dos representante;0;
i know soñar seaque aquí mike hacer volver bus;0;
ii edición feria creativo merkacity vitoriagasteiz mayo;0;
ii encuentro equipo pastoral juvenil granada abril;0;
il nostro lider maximo è;0;
im at bar restaurante ezaro in vitoriagasteiz;0;
im at cep salburua in vitoriagasteiz arabaalava;0;
im at tesorería general seguridad social in vitoriagasteiz;0;
implantación formación ciclista unabicimaslaciudaddelasbicis;0;
in memoriam x ls compañero agrupación tráfico q morir servir ciudadanodanosvalor;0;
inauguración piso asociación acogida etxea josu gasteiz;0;
increíble puto robo patético euroliga;0;
incremento defensa reducción cambio climático recortar sostenibilidad medio ambiente;0;
indignación vuelo lanzarotevitoria desviar loiu foronda cerrar;1;movilidad
inscripción abrir parar taller activación laboral;0;
intento homicidio vitoriadetenido menor vitoriagasteiz;1;delincuencia
iñaki prusilla participar apertura coloquio internacional elikadura futuro alimentación;0;
iquestdonde poder adquirir librosinformaciãn atenciãn ciudadanaotros informaciãn atenci;0;
prever alguno autobús urbano llegar zona jundiz oeste zona margarita f;1;movilidad
iquesty después mes haber tomar alguno decisión respecto cosa seguir igual indeterminaci;0;
jajaja nunca haber dicho ironman maratón ser saludable saludable ser darse;0;
jajaja ser glorioso ve problema;0;
jajajajaja verdad tener remedio penalti inventar parar barsa pitar dimar;0;
jajajajajajajajjaajajj problema tener hermano favorrrrrrr;0;
jajajjaaj haber buscar solución parar entrar rueda delantera vias tranvía página;0;
jajsjsjsjsjnsjsjsjsjshsjshhshshshshsbshjsjshsjjsjshquiero hijo parar ponerle gorro salir calle así;0;
jamás entender gritar tío calle ser irrespetuoso dejar mal mismo resto tío;0;
javi apoyar precursor violencia callejero venezuela;0;
jdr chacho asco dia llevar igual si acabar matar alguien;0;
jesús maestro violencia género derecho humano librería diocesano;0;
jjajajajaja pueblo cojón podemonguers mas mira pp dar;0;
joder puto asco;0;
joder pues si quito basura tele quedo;0;
joder teneis gana beber bus;0;
jojojo;0;
jornada mobile mapping topcon escuela universitario ingeniería vitoriagasteiz;0;
juan vindel si año erar especialista solo unir cosa tener problema;0;
jueves abril virgen blanco violencia generar;1;delincuencia
june ruiz fisioterapeuta vicepresidente cofpv osteopatía ser unir profesión reconocer;0;
junta gobierno;0;
junta general extraordinario amvisa;0;
just posted photoparque florido vitoria;0;
kireyestilistas demayo diadeltrabajo peluqueriayestetica vitoriagasteizkirey vitoria;0;
kireyestilistas makeup labial colorrosa vitoriagasteizkirey vitoria estilista;0;
kireyestilistas mayo peluqueriayestetica vitoriagasteizkirey vitoria estilista;0;
kireyestilistas rubiios brillo tratamiento sinamoniaco barro sinfiltroskirey vitoria;0;
kokotxas ajete yema esparragos ser receta anemia jueves enla poder escuchar;0;
ampliación tranvía sur dar servicio usuari favorecer multimodalidad trabajar;0;
avda huetos partir numerar adolecer papelera solicitar colocar alguno dicha zona;1;limpieza
ciencia confirmar poder tomarte cuarta taza café;0;
contrata schindler tener día abandonar gasteiz vitoriagasteiz;0;
deducción vivienda muerta;0;
ertzaintza detener vitoria menor apuñalar joven pecho;1;delincuencia
fiesta escuela público vasco celebrar junio gasteiz haber sacar camiseta unir bolsa parar venta;0;
fobia invisible;0;
fórmula parar unir fiesta acústicamente perfecto;0;
gente querer serio susana diaz comer secretario general psoe gente dar asco;0;
heterosexualidad ser normativa venir;0;
iluminación exterior catedral nueva encender mañana contaminación lumínico horar;1;espacio público
inasistencia monitor debiã unir falta entendimiento entrar ãsta empresa prestatario ser;0;
justicia hoy dia ser unir puta basura ser comer poner marioneta mando puta españa;0;
moda running vida sedentario ejercicio controlar cómo afectar;0;
nba haber convertir constante concurso triple warriors rockets cavs equipo asco dar ahora mismo;0;
palabra calle verso saber gloria osiaraba;0;
peli fairy tail estrenar querido ecuador aqui españa haber asco vida;0;
plataforma tranvía decir cuerda tranvía deber haberse quedar lovaina;1;movilidad
plaza abastos vitoriagasteiz solo brillar gastronomía arquitectura;0;
plaza virgen blanco acoger mañana homenaje gloria fuerte protagonizar centro mayor;0;
plaza virgen blanco vitoriagasteiz acoger mañana homenaje gloria fuerte centro mayor;0;
poesía salar calle mes mayo;0;
policía local atender accidentar tráfico herido;0;
policía local hallar tres arma blanco vehículo conductor prestar ayuda;1;delincuencia
policía localatiende accidentar tráfico herido;0;
precariedad enfermar mata ahora gasteiz movilización recortar salud seguridad laboral;0;
primavera haber llegar bici crochet ganchillo bici;0;
principal causa baja laboral lumbalgia mayor causa discapacidad daño cerebral;0;
retreta calentar tarde vitoria saber año ir primero vitoriagasteiz;0;
ruta ser coloniavitoriasevilla vuelta;0;
tertulia doblar figura copar vitoriamiércoles;0;
tertulia doblar figura deconymiércoles;0;
último campaña dgt hacer experimentar accidente unir gafar realidad virtual;0;
vecino haber dejar hacer ruido;0;
violencia engendrar violencia ay malo educación multiplicar proteger masa tv;0;
xvi semana bicicleta celebrar mayo junio;0;
lamentable verdad asco dar humanidad serio;0;
lanzar contenedor vitoria hombre acosar unir cliente bar;1;delincuencia
lapolicía local sorprender dos joven pintar ciclomotor robar;1;delincuencia
escuchar fondo decir despertar tío jajajajajaja ahora girar rotonda;0;
grande verdad trabajo autónomo;0;
nueva tendencia marketing digital protagonizar jornada tecnológico mayo;0;
oreo finar parecer idea absurdo mundo saber problema tener normal;0;
plataforma crowdfunding inmobiliario aterrizar españa;0;
lase dedicar proteger gente calle calle haber dejar unir familia hoy mismo;0;
dar palabra mirada mal bien ver verdad frasesconciencia psicología;0;
leer ahí ser unir compañía ruma;0;
liberar espacio móvil ios android;0;
llegar fiesta abetxuko;0;
llorente jugar puta madre decir vivo vitoria suelo ir ala estadio;0;
llover mar importar seguir ser unir ciudad preciosavitoria virgenblanca;0;
chico tranvía murcia ser romántico;0;
arbitros ser ser malo problema ser saber propio reglamento;0;
hacer si dar tantísimo asco oír cómo crujir jurar poder pisar unir repelús metro;0;
q dar nadie poder quitártelo ser dilema lograr VERDADERO tesoro frasesmotivación;0;
lorelei green actuar viernes vitoriagasteiz;0;
antipazasco;0;
archivo perfectamente legal almacenar megaupload seguir atrapar cincar año después;0;
artista devisitas elven verles parar conocer mejor humor último año;0;
billete autobús foronda costar;0;
boronos ultraderecha cojón ser tan tonto malo problema ser ser imbeciles verd;0;
cliente preferir calidad cantidad unir hora viaje poder sentarme culpa página;1;movilidad
comerciante gorbea volcar semana madre;0;
dirigente cargo político podar parecer vivir universo paralelo ajeno votar;0;
grupo defender soterrar tren vitoria lograr acuerdo;0;
grupo defender soterrar tren vitoria lograr acuerdo vitoriagasteiz;0;
habitante vitoriagasteiz generar grande cantidad basura largo año;0;
hombre saber ser sentirte unir mierda unir basura hacer x cosa ser juzgar tachar puta zorro;0;
negrito planta reciclaje osita tizón ilun cuidador lua camada haber ayuda;0;
republicano planear lanzar madre bomba internet;0;
servicio aumentar aumentar tráfico foronda;0;
servicio aumentar aumentar tráfico escucha aquí entrevista director aeropuerto;0;
servicio aeropuerto aumentar aumentar tráfico foronda decir director aeropuerto;0;
lucir necesario bicireflectante catadióptrico trasero color rojoluz posición blanco delanteraluz d;1;movilidad
ma anche;0;
madre mia ruido ser inaguantable;1;espacio público
madrid barcelona gasteiz;0;
mañana abril visibilidad lesbica gasteizconcentración hora virgen blanco;0;
mañana mayo alacalle salir virgen blanco vitoriagasteiz esperar;0;
mañana directo desdeentre hablar pan gente;0;
mañana hablar seguridad infantil coche;0;
mañana tener lugar segunda jornada abrir mundo dentro programación hogar verde;0;
bueno noticia comercio vitoriagasteiz gozar salud excelente recuperar nivel tras durar conse;0;
vale unir verdad duela unir mentira ilusionevitoriagasteiz pais vasco spain;0;
masivo adj perteneciente relativo masa humanar hecho emigración masivo ataque masivo manifestación masivo;0;
acabar enterar avión bombardear gernika salir aquí gasteiz;0;
asomo ventana ser chico tranvía;0;
comentar partido seguir casemiro deber irse calle;0;
dar mañana ir terminar endo clase bici ir quedar dormida;0;
encantar chico beinesports frío polar vitoria decir crear polo norte alaveseibar;0;
enseñar amor parar ver musa hacer falta ser poeta pintor;0;
gustar vitoriagasteiz disponible échale ojo aquí;0;
gustaria poder contactar privar tener problema tarjeta nueva prepagogracias;0;
gustar saber cuándo tener pensar multar unir vez ciclista saltar semáforo circular;1;delincuencia
haber dado ataque pánico tutoría tfg final haber entrar haber dado plantón tutor;0;
haber dado pequeño ataque corazón señor;0;
haber gustar vídeo;0;
parecer unir verguenza cortar hierba barrio extrarradio hacer dar pena ver página;1;limpieza
parecer curioso ausencia tráfico zona señal concentrar;1;movilidad
quitar quedar sock;0;
sentar orgulloso cómo gestionar diversidad cultural ciudadanía vitoria;0;
mejor i próximo declaración renta marca dos casilla solidario asignación tributario;0;
mendizorrotza esperar león parapasarnos bueno día babazorros ágora bilbo ágora arar vitoriagas;0;
mensaje día internacional danza trisha brown via;0;
menudo oportunidad perder mil persona vitoria disfrutar;0;
menudo nubarrón acechar;0;
alcalde gasteiz entero ahora;0;
flor preciar;0;
ratona miratona miprincesa sophieteamovitoria spain;0;
teléfono decir ahora mismo jarrear gasteiz cómo engañar;0;
total apoyo solidaridad parar itziarituño vomitivo ataque sufrir parte fascista;0;
último compra jordan trainer unir multiuso perfecto parar ir gimnasio parar calzar calle gran;0;
vida clase calle casa lado;0;
miedo preguntar x tema d sexotranquilconoce servicio municipal d terapia asesoramiento sexual;1;administración pública
mientras fútbol ir bien quitar fútbol ver comer gente salar calle;0;
mientras tener aceite palma;0;
miki mamón llevar jueves the pililos boca hoy haber ca;0;
mil graciaspor recibirnos programa haber encantar;0;
mira poder hablar comer dar igual general hablar bien poder comer ser problema tener hambre;0;
mira si ser sencillo si venir vitoria prefie;0;
tweets gustar solo retweets rt dar asco;0;
miss caffeinaoh sanar iván ferreiro lyric video;0;
mmm jazzplay bluesintheclosetvitoria jazz festival;0;
gracia;0;
daño exterior ser problema anotar facilidad ventaja;0;
mono habitar begoña martin treviño raul camino;0;
mugako festival octubre vitoriagasteiz croatian amor kassem mosse lucy paular temple;0;
munipas registrar coche calle iliada;0;
necesitar bueno tiempo tenerife gasteiz;0;
nevar vitoria;0;
nevar vitoria gasteizhrs gramo;0;
nevar víspera santo prudencio abril siberiagasteiz nunca defraudar;0;
messi cristiano barça madrid tráete copa gasteiz glorioso;0;
messi cristiano barça madrid tráete copa gasteiz glorioso finalgloriosa;0;
xenofobia amenaza violencia miedosí humanidad parar huir terror;0;
dormir nunca tampoco plan ninja hecho hacer ruido;0;
ser falta ataque;0;
ser normal tener mas frío cama calle si ir hacer puto;0;
hacer puta gracia haber ser robo manifiesto listillo;0;
haber solo problema haber oferta parar público formato práctico;0;
hacer ir ver denuncia ojalar quedar respiracion puta rata;0;
hecho culpa parar haber pasado cosa así claro si ir acosador haber;0;
llevar casco bien abrochar aumentar posibilidad perder provocar grave accidente;0;
haber contestar preferir pagar si venir vitoria;0;
joder ve ciclista hacer movimiento;0;
podar dar asco;0;
haber dibujar atasco xddd;0;
especie ser ir acercarme parar averiguarlo bicho dar asco;0;
si tener salir cara calle;0;
soportar animación d basura animacion d arteson dos forma animar diferente joder aprender ver lado bonito ambos;0;
ver problema información independiente;0;
jugar gasteiz perder pena;0;
norte taurinovitoriagasteiz pais vasco spain;0;
acompañar enalberto lópez director general debegoña vázquez;0;
dar valoración personal vermutería;0;
haber quitar grande ciclismo enorme persona ciclista compañero descansar paz scarpa;0;
nota informativo concierto john garcia jimmy jazz gasteiz viernes ser acústico ser banda;0;
noticia albertovitoria disponible;0;
nowplaying retreta santo prudencio by gasteizko tanborrada;0;
nowplaying salgar calle bonus track boikot;0;
nowplaying narcos introversión beso escorpión;0;
tender vitoriagasteiz comer ve anuncio puest;0;
empeño ser absoluto proyecto seguir adelantar ser;0;
nueva foto instagramempieza dia unir sonrisa tresporlomenos always love vitoria igersvitoria;0;
nueva foto instagramtodo ser posible tresporlomenos always love vitoria igersvitoriainstapic ins;0;
nueva recomendaciónimpuesto vehículo tracción mecánica bonificación vehículo clásico;0;
nueva medida facebook parar evitar apropiar contenido;0;
nuevo look scola pa pasar desapercibido vitoria;0;
nuevo post blog ataria proyecto aqua;0;
número ganador lote sortear;0;
nunca faltar trabajo parar trabajador pan parar vagoproverbio vasco frasesvitoria gasteiz;0;
nunca definir pasado sólo ir unir lección unir sentencia vida;0;
ñam;0;
obstáculo nivel rojo n pk vitoriagasteiz dgtaraba dgt;1;movilidad
ocupación carril derecho c júndiz sentido zurrupitieta;1;movilidad
ocupación carril derecho plaza lovaina sancho sabio;1;movilidad
ocupación carril c arriurdina c júndiz c basaldea;1;movilidad
ocupación carril c herreria;1;movilidad
ocupación carril izquierdo c rey católico;1;movilidad
ocupación carril izquierdo c toni morrison;1;movilidad
ocupación carril izquierdo esquina c santo antonio c florido;1;movilidad
ocupación carril cruzar c júndiz c arriurdina;1;movilidad
ocupación carril izquierdo c alto armentia entrar rotonda antonia c iruña veleia;1;movilidad
ocupación puntual carril c beato tomás zumárraga corte carril bici;1;movilidad
ocupación carril alternativamente c florido;1;movilidad
odio absoluto eterno persona tener acera enterar poner caminar carril bici;1;movilidad
odio olor lluvia suelo caliente;0;
odio tráfico;1;movilidad
oieretxera contigo oiertxo enética justicia haber término medio gasteiz;0;
ojalá ir sólo vitoria;0;
ojalar podrir carcel puta rata;0;
olear lista etarra salón basura ahora estagracias;0;
olor humo palacio europa madrugada;0;
olor humo palacio europa madrugada vitoriagasteiz;1;espacio público
operar servicio autobús entrar vitoria aeropuerto mayo precio;0;
orbeagf apenar día parar cerrar inscripcionestoda información entorno prueba;0;
organizanas past confiterosálavachocolatada ii;0;
dejar sencillo trucosdelimpieza parar acabar suciedad difícil;0;
oso ondo ser filosofía mejor ejemplo parar nuestrosas txikis ágora gasteiz aupa eibar;0;
imbécil mata mas violencia domesticar año eta historia;0;
robo cska ir;0;
robo mas talpero sabeis ir ser último todavía quedar playoffs liga madrid;0;
robo;0;
oyeesto hacer green;0;
parar vitoria andalucía;0;
parar precisamente ahí radicar proble;0;
parar funcionamiento mãs eficaz buzãn ciudadano estemedio ambiente sostenibilidadcontaminaci;1;administración pública
parar ver pronosticar tiempo parar etapa;0;
parcela herbar alta calle rio barrundia menos poder cortar perímetroespacio pãblico;0;
parecer ir pasar catarro hacer ruido final haber venir hombre mazo ahora ser tos dolor;0;
participar jornada marchanordica elburgo actividad parar familia cto álava;0;
pasadlo genial ahora cielo lucir mejor;0;
passivhaus querer saber ellomañana escuchar iñaki echeandia alfredo bengoa arquitecto venir;0;
patatal internacional vitoriagasteiz;0;
pelea bar mañana colocar ver si enterar unir vez;0;
pensar haber perdido twt talentosaen gaztetxe gasteiz mejor concie;0;
pequeño cambio hacer trabajo vida agradable;0;
cuál haber ser exactamente problema;0;
problema ser solo parecer xd;0;
haber pelea decidir;0;
asco toca ir escuela gtv aiudenme;0;
twitter hacer cosa gritar escribir chorrada referir ruido;0;
perretxico sanprudencio pintxos tapa vitoria gasteiz comer cenar salir;0;
pieter lossie haber hecho vídeo basura océano año vengar ir haber esperanza;0;
pizza croqueta croqueta pizza;0;
plaza agotar próximo curso edición;0;
plazo preinscripción academia municipal folklore mayo;0;
pleno municipal;0;
pobrecillos;0;
podar obligado ceder despacho parar senador tránsfuga dejar partido;0;
polémica vitoriagasteiz libro asociar uso velo rebeldía;0;
policía local tres herido accidentar tráfico;1;delincuencia
poner contenedor vida d;0;
favor dejar campo casa unir puñetero vezprimero aburrar según as;0;
fin vitoria;0;
calle desengaño mañana pasar alegría vezpor calle desengaño malegria emborrachar vasito jerez;0;
haber problema ir sitio poder gente preferir quedarse twitter;0;
gente dar importancia serie querer blanco igual haber dado reasons whyasco;0;
queda bien unir bolsa basura;0;
jugue rankeds principio ahora solo queda basura plata;0;
ir extraño;0;
supuesto;0;
votar bildu tener dar asco voto bildu;0;
porqué siempre ver gemelo calle teneis hacer video podeis ir saludarles darles abrazo video;0;
póster trabajo deen primero mes phytosudoe vitoriagastei;0;
precedente sd kas vitoriajoventut badalona sd kas juventud kalso sd kas;0;
predicción parar álava vitoria mañana bastante nublado poder llover probabilidad cuanto nort;0;
predicción parar álava vitoria mañana día revuelto viento segundo hacer ascender máxima tarde;0;
predicción parar álava vitoria mañana ir cambiar viento situarse noclaros nubeslloverá;0;
predicción parar álava vitoria mañana lluvia desaparecer temperatura máxima ascender haber haber;0;
predicción parar álava vitoria mañana remitir totalmente precipitación quedar día fresco nube;0;
preguntar comisión medio ambiente medida vigilancia si haber parar evitar barbaridad;1;limpieza
presentar queja ubicación máquina número parar ser atender oac sic centro civico;1;administración pública
presentaros programa formativo technology entrepreneurship program tep;0;
previo jornada ligaaurrerazierbena próximo fin semana aurrera vitoria disputar;0;
previsión informativo;0;
