tweet;demanda;tema
día lluvioso trae a la tarde a tus txikis a ataria para que aprendan más con nuestras bandejas descúbrelas;0;
día nublado en vitoria;0;
diez formas de detectar phising;0;
difícil es poner en pocas letras lo q te pide una vida para poder verlo frasesvitoria gasteiz;0;
dindón dindón dindón dindón dindón dindón dindón vitoriafelizjueves;0;
diocesis vitoria novedades ;0;
directo protagonistas y tradición en la tamborrada ;0;
directo sanprudencio suena el tun tun y con él la trompeta en plaza diputación;0;
directo tambores cocineros y majorettes;0;
directo tamborrada engánchate;0;
disfrutados los pasos de victoria p miranda danzálava prepara ya su último workshop con iñaki azpillaga del a;0;
disfrutando del tercer tiempo con un paseo por gamarra curling harrikada vitoria spcc ;0;
dispositivo antiterrorista en la retreta de vitoria foto ayer vitoriagasteiz;0;
dispositivo antiterrorista en la retreta de vitoria foto vitoriagasteiz;0;
diy de la semana reciclando botes de cristal para decorar un rinconcito de tu hogar;0;
don mario scola también en el buesa a animar alganar o ganar beldur barik;0;
doy fe de los monos para ir a la calle ;0;
dudas sobre qué zapatilla te conviene estas recomendaciones quizá puedan ayudarte;0;
dura y dura el conflicto de limpieza en vitoria;1;limpieza
edimburgo la gran fiesta escocesa;0;
eguerdion a las horas arrancamos desde estíbaliz con un programa especial paray;0;
eh bildu podemos e irabazi piden la gestión directa del servicio de limpieza;1;limpieza
eh bildu podemos e irabazi piden que el ayuntamiento asuma la gestión directa del servicio de limpieza;1;limpieza
el aparcabicis de la estación de autobuses se abrirá en junio;0;
el autobús del pao ha llegado ya a atenas minutoyresultado;0;
el ayuntamiento actualiza su plan de prevención de riesgos laborales;0;
el ayuntamiento amplía su colaboración con el gobierno vasco en formación para el empleo para obtener certificados;0;
el ayuntamiento aprueba el plan que da cobertura urbanística al proyecto smartencity en el barrio de coronación;0;
el ayuntamiento de vitoria niega retrasos en las obras del centro cívico de zabalgana;1;administración pública
el ayuntamiento desmiente haber financiado la publicación vestimentes;0;
el ayuntamiento deya ha publicado el programa de la semana de la bici que comienza el mayo;0;
el ayuntamiento ha retirado la subvención para este libro que compara el velo con pantalones anchos o de camuflaje;0;
el ayuntamiento impulsa la colocación de nuevas luminarias led que permitirán ahorrar al año;0;
el ayuntamiento limpia los jardines de paseo de estrasburgo tras la denuncia en gasteiz hoy;0;
el ayuntamiento llama a la ciudadanía a donar sangre por la escasez de reservas actuales;0;
el ayuntamiento no subvencionará el libro que asocia el velo con un acto de rebeldía;0;
el ayuntamiento vitoriagasteiz actualiza su plan de prevención de riesgos laborales;0;
el ayuntamiento vitoriagasteiz amplía su colaboración con el gobierno vasco en formación para el empleo;0;
el ayuntamiento vitoriagasteiz llama a la ciudadanía a donar sangre por la escasez de reservas actuales;0;
el capitalismo viaja en contenedor;0;
el ciclista delha sido en la última etapa de la winnerswearkalas;0;
el ciclista yohann offredo herido en una agresión mientras entrenaba;0;
el conductor del bus conduce bien de mal;1;movilidad
el contenedor gris de basuras de la calle florida está estropeado la palanca para abrir con el pie se ha roto;1;limpieza
el culmen del robo;0;
el curling vuelve a vitoriagasteiz;0;
el curling vuelve a vitoriagasteiz con el torneo de sanprudencio;0;
el curling vuelve con el torneo de sanprudencio;0;
el de mayo alacalle en vitoriagasteiz a exigir empleo estable y con derechos salarios justo;0;
el de mayo en eeuu se celebra con la convocatoria un día sin inmigrantes;0;
el demayo de madrid se levantó contra napoleón el de junio de fue vitoria expulsándolos definitiv;0;
el día en que murió gernika el ataque concentrado ha sido un gran éxito;0;
el día que aprendas a escribir bien iré en bici débil;0;
el domingo se jugará el partido entre baskonia y joventut desde pero cuál fue el primer equipo de vitoria que jugó ante la penya;0;
el dr eduard vieta clausura una gran jornada en el curso de investigación clínica deen vitoriagast;0;
el exceso de información no es el problema lo grave es dejarse aplastar por ella informacion;0;
el festival poetas en mayo regresa con su v edición;0;
el gabinete urtaran impulsa la colocación de nuevas luminarias led que permitirán lograr un ahorro de ;0;
el gobierno municipal aprueba un convenio con slow food araba para fomentar el consumo de productos locales y la n;0;
el gobierno municipal vitoriagasteiz aprueba convenio con slow food araba x fomentar consumo de productos locales;0;
el gobierno urtaran aprueba el plan que da cobertura urbanística al proyecto smartencity en el barrio de coronación;0;
el instinto de almacenar común en los córvidos está altamente desarrollado en las urracas cienciaciudadanavg;0;
el jueves de mayo queremos escuchar entu sentir tras el desastre en el viñedo envíanos tu contac;0;
el lugar d copas imprescindible en gasteiz;0;
el madrid necesita un entrenador de verdad el problema es que cuando lo ficharon los jugadores le hicieron la cama;0;
el manager general de los sixers estuvo ayer en vitoria;0;
el mayo podrás probar el runner cardiomusic deademás de la malla corta y las pantorrilleras decompresión de;0;
el mayor problema está en que creemos que el dolor físico puede contener el emocional y las cosas no funcionan así;0;
el miércoles día visita el escenario della artistaxii ciclo grandes conciertos;0;
el munuera este nos tiene una manía el puto payasoque asco que arbitros tan penosos estén pitandoy yo en el puto paro;0;
el museoestá de celebración felicidades por los años de trayectoria;0;
el olor a pescado podrido sigue en sansomendi pese a que la empresa cumple;1;limpieza
el olor a tormenta si se pudiese enfrascar yo pagaría mucho por tenerlo;0;
el olor de la obsesión;0;
el parking de autocaravanas de portal de foronda se queda pequeño;1;movilidad
el pp de la corrupción ni lee ni deja leer convierte vestimentes denlibrodeladiscordia gasteiz;0;
el primer precedente oficial ante el joventut fue con club natación vitoria en la fase final de la copa de en;0;
el primero de los nuevos autobuses de tuvisa ya presenta su nueva imagen;0;
el problema de nuestro futuro es que ya no es lo que era;0;
el problema es creerse que son el barsa cuando son el betis no es más;0;
el problema es la falta de conocimiento sobre los límites del planeta y en seguir cr;0;
el problema es que cada año se nos va m en algún fiasco y eso nos merma porque no sobra dinero;0;
el problema es que cuando dalas lo dijo ya estaba muy extendida esa idea cuando iba al instituto;0;
el problema es que mis padres han roto una promesa importante prometieron dejar de presionarme con los estudios para que no me agobie;0;
el problema es que no sabemos cuánto nos cobraron ;0;
el problema es que si limitas el precio para dartelo regalado el dueño no lo alquila y pun;0;
el problema no es tanto la ficción como la educación para asimilar esa ficción y ponerla en el plano que corresponde como en todo;0;
el problema que señalas además es aún más llamativo en zonas sin rm con mayor riesgo de quedars;0;
el problema que yo veo es que parece que la animación d está estancada nadie parece querer experimentar;0;
el próximo viernes abril fiestassanprudencio enos invito a subir a armentia;0;
el ruido del motoor y nuestra canción en la radioooooo;0;
el ruido que hace me produce escalofríos;0;
el sábado en durango joyita perplejo de ilmaquinario teatro con de descuento para alumnos y equipo de;0;
el semáforo de la calle olaguibel en su cruce con la calle fueros lo encuentro absolutamente innecesario tras la ;1;movilidad
el servicio de autobuses entre vitoria y el aeropuerto de foronda tendrá un precio de a partir del de mayo;0;
el tiempo d vitoria nunca lo voy a comprender;0;
el tranvía es transporte de alta capacidad no contaminante y que mejorará la calidad de vida del vecindario dice;1;movilidad
el umbral utilizado como ocurre en renta puede tener grandes efectos sin cambios radicales pero hay tres o cuatro factores;0;
eldiario está disponible;0;
ella ha vivido en la calle aplicate un poco de tu no conoces todos tus casosy por cierto es muy sno;0;
elperdió contramenudo robo pesimoarbitraje;0;
eltendrá su campus de verano en salvatierra él de agurain será el primer campus lejos de gasteiz;0;
empieza el ruidoviernes de mayogaztetxe de errekaleor vitoriagasteiz a las presentación de;0;
empujados por el espíritu aquí estoy envíame;0;
en asteguieta hay unas huertas ilegales al lado del río zadorra en las cuales riegan sus verduras con aguas de;1;administración pública
en autobús alsa normal me entran las piernas razón para viajar con vosotros un viaje hasta madrid;0;
en dibujo artístico en selectividad saqué un o sea una basura y luego en la carrera nunca he bajado de ocho en las asignaturas de dibujo;0;
en el artium de gasteizen homenaje a juanjo menala culturala músicala armonía son los mejores ingredientes de l;0;
en el buesa arena el baskonia sumó victorias y encajó derrotas lejos de vitoriagasteiz triunfosy derrotas como visitantes;0;
en el trazado del tranvía serán talados de árboles en todo su;1;movilidad
en esa peli no dejaban de tirar cosas al cielo niñeras viejos banqueros cometasluego que si basura espacial;0;
en esos dos jugadores tienen sus armas principales el problema está cuando reciben otros ahi se lian par;0;
en fiestas de vitoria para traer a cantantes el ayuntamiento tiene el gusto en el culo;1;administración pública
en gymnasios vampm de vitoria clases de defensa personal femeninaque lloren los suyos y no los tuyos;0;
en gymnasios vampm de vitoria gasteiz en alava en la c andaluciabajo tendrá lugar el primer open class femen;0;
en la acera del frente está uno de mi clase y creo que el olor a colonia es suyo;0;
en la calle cadena y eleta solo hay dos contenedores que van cambiando diariamente de tal forma que cuando bajas;1;limpieza
en la calle gabriel celaya a la altura del portal hay una baldosa peligrosa que se encuentra señalizada por al;1;espacio público
en la calle mar tirreno sólo hay paso de peatones al comienzo y fin de la misma convendría colocar un tercero int;0;
en la calle voy mirando siempre para atrás porque pone que me sigue gente y yo no veo a nadieestos del twitter mienten;0;
en la confluencia de las calles castillo del toro y castillo de bernedo hay dos farolas con la tulipa a punto de c;0;
en la esquina de la calle telesforo aranzadi con la calle plaza barandiaran junto a los contenedores en la calza;0;
en las ciudades de alrededor de nuestra gasteiz si hay saunas de este tipo pero en esta capital gastronómica;0;
en los partidos llegamos al final con opciones a pesar del robo en cada uno de ellos a tus pies siempre;0;
en mi opinión con un desafortunado modelo de aparcabicis donde que te tiren la bici es doblar la llanta lo digo;1;movilidad
en minutos comienza una genial visita por la ciudad de vitoriagasteiz pintada colaborativamente no te la pierd;0;
en ptal de betoño frente a muebles tuco hay un sumidero en la acera sin tapa ya avisé en enero de ello y no;1;espacio público
en tan solo horas tendrá lugar la retreta que da comienzo a las fiestas en honor a sanprudencio en vitoria;0;
en vez de cortar el problema de raíz se buscan soluciones que no van a solucinar nada si enseñamos a;0;
en vitoria consulta pública previa sobre la revisión parcial del plan general de ordernación urbana en armenti;0;
en vitoria durante las fiestas de sanprudencio aprovecha a descubrir esta hermosa localidad con;0;
en vitoria el de mayo sesión explicativa de la modificación del pgou sobre suelo urbanizable industrial en;0;
en vitoria el viernes de mayo termina el plazo de inscripción al plan integral de apoyo al emprendimiento;0;
en vitoria horario de autobuses para el partido baskoniadivina seguros juventut del día a las horas;0;
en vitoria identidad cultural y convivencia mesa redonda moderada por amelia barquín en el cc salburua;0;
en vitoria refuerzo de tuvisa para acudir al derby con el eibar de esta tarde;0;
en vitoria también dejo huella que recuerdos cuando sacaba sus pistolas;0;
en vitoria tenemos todo agua nieve sol frío calor heladas;0;
en vitoriagasteis te esperamos con los brazos abiertos para que vengas a vernos en los días del puente de mayo;0;
en vitoriagasteiz estamos casi de fiesta por lo que a disfrutar serviciosdelimpiezavitoria alava;0;
en vitoriagasteiz podremos seguirla en streaming en la sede de podemos c manuel iradier acude y particip;0;
en vitoriagasteiz te esperamos para conocer la ciudad con cualquiera de la visitas programadas del mes de mayo;0;
encaja en los celtics indiana pedirá la ronda de boston pero los celtics serán c;0;
encomendamos la misión de hoy a nossa senhora la virgen blancadiosdelantevitoria spain;0;
enhay kedadas habituales para silenciar víaa ver si pu;0;
enklabe escaneando en el casco viejo de gasteiz;0;
entonces cual es el problema;0;
entonces se deben cambiar todos los conocimientos basicos de la biologia no porque en ese bus pone lo;0;
entre enero y abril más denuncias policiales por cacas de perros en vitoria que en todo ;0;
entrega de la medalla de álava a juanjo mena artiumbiblioteca in vitoriagasteiz;0;
entrevista ahora al concejal de medio ambiente;0;
enviar y recibir emails de forma segura;0;
eoncult dice nomaltrato toleranciacerointerculturaviolencia;0;
era un reciclaje de una ensalada fría que llevaba lechuga tomate y queso fresco que no lo era y un poco de atún;0;
eres la manipulacion en personatu con otegui que justifica asesinatos das asco;0;
ertzainas de turno en el buesa y la seguridad del resto de vitoria baskonia;1;administración pública
es de extrañar que las cuentas en este reino no salgan jamas bbva suspendido en calculo;0;
es el all star de alemania muygrande;0;
es el día por primera vez en dos años que llevo con la bici de carretera que no voy a salir e iré a correr porque me da miedo;1;movilidad
es horrible pero genialel ataque de los tomates asesinos;0;
es lo q tiene las conversaciones en mi caso encima de una bici estática mien;0;
es más grande que los eeuu pero no se ve cómo es realmente la gran isla de basura del pacífico;0;
es problema físico llega tarde a todo y se nota demasiado;0;
es que me tenías que ver en el bus a lo nihongo es como se puto dice japonés en japones jfc do ur research kiddo;0;
es terrible que las mujeres tengamos que soportar estos niveles de violencia di nomaltrato toleranciacero;0;
esa mierda del fondo es júndiz y sobra mazo qué asco de humanos;0;
esa poesía q calla y dice tanto poesía de calle q no sigue las normas de lo supuestamente correctofrases;0;
escándalo lilian tintori simulando un ataque de gas lacrimógeno para que la graben las cámaras;0;
escribe un texto corto corto corto corto y participa en la nueva edición del concurso de nanorrelatos para jóvenes;0;
escribo esto con respecto a los veladores del barrio salburua concretamente el café viena situado en calle viena ;0;
escrito por rick green traducido por la dra elena díaz de guereñu texto original en inglés cuando fui;0;
escuchando los beneficios de las rosas para nuestra salud enlo puedes escuchar en directo;0;
ese tweet se me había quedado sin enviar pero vamos que se veía venir jeje congrats;0;
eso es compatible con un núcleo duro fichar hay q fichar siemprepero reinventarse es un problema anual;0;
eso es deno jodas jjajajaj sino que puto mieddo o de la que es fan que vive en tu calle esa;0;
eso fue antes de organizarlo ahora solo tengo la papelera y el lol no mas;0;
eso no es falta en ataque de harden;0;
espacio público mobiliario urbano hace minutos;0;
esperanza aguirre ha dimitido pero no hay nada por lo que se le haya imputado o juzgado judicialmente está limpia salvo lo del carril bus;0;
esperar o con ese equipo es no ver l realidad ya m parece un milagro meterse en playoff y;0;
espero que el castigo consista en bus para lo que resta de temporada xd;0;
esque si yo me quedo encerrada en un ascensor me entraría tal ataque de risa que no podría con mi vida y ya veis dani como se reía eh;0;
está cayendo aguanieve hace tres días estábamos en camiseta de manga corta y bermudas a c vitoriagasteiz nada más que decir ;0;
esta mañana nieve en abril en vitoria video;0;
está pasando en gasteiz en telegram;0;
esta por euskal herria una visitilla a gasteiz no estaría mal;0;
esta sangría continua ;0;
esta tarde retreta de sanprudencio y tamborrada mañana romería a armentia y el lunes fiesta en estibaliz;0;
estamos a de abril y de momento no ha caído ni una gota de agua esto ya es raro en vitoria;0;
estamos con lo que decía cuerda el tranvía debió haberse quedado en lovaina;1;movilidad
este año lo han vuelto a colocar en el mismo sitio pero torcido sigue siendo un problema y un riesgo para ciclist;1;espacio público
éste con un poco de adiestramiento depara prevenir cuando vuelvan de casa;0;
este es el librodeladiscordia que tanto le molesta al pp en gasteiz;0;
este jueves cambiamos de horaescenarionos vamos cona la callesan prudencio toma tu;0;
esté que esta cantando viene a vitoriacanción bonita;0;
este viernes es fiesta aquí en vitoria gasteiz san prudencio así que igual salgo a grabar algo y preparar un montaje sobre este día;0;
estimado representante del ayuntamientoen frente de declaración de rio hay una farola a la que falta el espejo;1;espacio público
esto es inaguantable robo a mano armada nada que hacer;0;
esto es lo q hizo el darussafaca con kuzminskas por ejemplo no;0;
estos arbitrajes generan violencia;0;
estos gatos son los nuevos pichis de abetxukojajajaja l de vitoria entenderán lo que pongobuen descanso mi gentehasta mañana;1;delincuencia
estos jardines de salburua son una acumulación de suciedad;1;limpieza
estos son supuestamente los asesinos de pablo el chaval malagueño muerto por mediar en una pelea los medios calla;0;
estoy to sola en gasteiz y no he quedado hasta las siete así que si alguien está to solo que se venga;0;
estoy viendo el celticswashington de ayer y de repente me encuentro con benito floro ;0;
estoy viendo que enfrente de la marquesina de antonio amatz han pintado las letras de parada de bus quisiera saber;0;
euskadi ayuntamiento de barakaldo busca la complicidad ciudadana para acabar con los actos incívicos que afectan;0;
euskadi bilbao acoge el y de mayo la ix edición del eco rallye vasco navarro con vehículos respetuosos con el;0;
euskadi bizkaia comienza la campaña de la renta en la que se presentarán declaraciones;0;
euskadi calcinados tres nuevos contenedores en la calle zorrozgoiti de bilbao;0;
euskadi comienza la campaña de la renta en bizkaia en la que se presentarán un total de declaraciones;0;
euskadi compañías vascas llevarán a todos los distritos de bilbao el mayor circuito de euskadi de artes de calle;0;
euskadi detenido un menor en vitoria por intento de homicidio tras agredir a otro joven con un cuchillo a la;1;delincuencia
euskadi el autobús que conecta vitoria con foronda costará euros y únicamente podrá ser utilizado por viajeros;0;
euskadi el comité de limpiezas impacto convoca un paro de horas por el accidente en el que murió un trabajador;0;
euskadi el delegado del gobierno en euskadi cree que eta ha entregado la mitad de todo el arsenal de robo de;0;
euskadi iván ferreiro visitará vitoria el de mayo con su nuevo trabajo casa;0;
euskadi la oposición presiona a urtaran para que una empresa pública limpie vitoria;1;limpieza
euskadi la residencia foral de personas mayores txagorritxu de vitoria celebra el centenario de una residente;0;
euskadi las juntas generales de bizkaia renuevan por unanimidad el pacto ciudadano contra la violencia machista;0;
euskadi osakidetza pone en marcha el nuevo servicio de rehabilitación de lakuabizkarra vitoria;0;
euskadi todos los partidos reclaman a madrid y vitoria respaldar con más dinero al ess bilbao;0;
evdia jn borraré poco y escaso de mi vocabulario porque de lo poco repartiste entre cinco mil y de;0;
evdia jn dónde enconcontraré ese alimento que perdura que me sacia y llena de sentido y de vida hoy;0;
evdia jn porque das tu espíritu sin medida tu palabra es palabra de reino que construye reino evdia;0;
evdia jn un signo tú mismo eres signo evdia;0;
evdia mt vivir como tú a tu estilo manso y humilde de corazón me quita cargas me rompe yugos me;0;
exactola ruta sera coloniavitoria sevilla;0;
exigimos conela gestión directa del servicio de limpieza ahorraremos costes y;1;limpieza
experiencia de la revolución de las mariposas para combatir la violencia patriarcal mediante el artivismo;0;
expoliar el ártico como una propiedad privada soluciona el problema de la contaminac;0;
exposición dekocina distribuidormueblescocina vitoria gasteizalava;0;
exposicion foto oleo fotografia alava gasteiz vitoria amigos geroarte arte;0;
facebook permitirá que la cabecera de las páginas de empresa sea un vídeo;0;
fallece scarponi mientras entrenaba;0;
falso virus de windows tu antivirus pueden dejarte sin pc;0;
falta falta falta y falta robo;0;
feasts of the pattern of álava san prudencio basque country northern spain hoy en vitoriagasteiz fiestas del;0;
feliz día de san prudencio patrón de álava felicidades a todos los alaveses y alavesas sanprudencio álava;0;
feliz día internacional de la danzadavideyrazuphotographyvitoria spain;0;
feliz puente alaveses a disfrutar de estos días festivos tan especiales sanprudencio estibaliz patrones;0;
feliz víspera de sanprudencio la lluvia no aguará la fiesta pero sí hará frío;0;
feria creativa de manualidades devitoriagasteiz;0;
fiestas de álava ;0;
fin de limbo a por insidevitoriagasteiz pais vasco spain;0;
firmo ya acabar arriba como ahora en descanso seguir dominio rebote más pases delante y parar el ataque ruso más arriba y su x inicial;0;
flipariais si leyeseis sobre el tráfico ilegal de animales;0;
franco unasco es un homenaje a un dictador golpista y asesino como si en alemania o italia hubie;0;
futsal robo de joshua y gool rotossanpru;0;
gallos con salsa holandesa hoy martes anemias nos cuenta cómo elaborar esta receta de pescadola puedes escuchar en;0;
ganas de fiesta hoy arrancan las fiestas de abetxuko;0;
gasteiz homenajea esta tarde a la poeta gloria fuertes;0;
gasteiz homenajea este martes a la poeta gloria fuertes;0;
gasteiz irekia ahí estaremos a las h en correos estamos por los derechos de las personas migrantes y refugiad;0;
gasteiz on crece en servicios a sus asociados vitoriagasteiz;0;
gasteiz on y la asoc de propietarios urbanos firman un convenio en desarrolo de actividades de interés colaboraci;0;
gasteiz tuvisaren autobus berrietako batek dagoeneko irudi berria du;0;
gasteizko historia de vitoria leyenda y milagros de san prudencio;0;
gato atropellado por gasolinera onaindia zona arriaga vitoriabuscamos a la alimentadora de esa zona por si pudi;1;espacio público
gautxori horarios y recorridos;0;
gernika hoy en sus jornadas diversas repiteesta europa no está cumpliendo la ley d asilo y gasteiz es cuidad;0;
gmail y drive trucos para aprovechar al máximo google;0;
gobert en la bici a lo bargnani xd;0;
google maps dónde he aparcado el coche;0;
gracias javi y enhorabuena a t;0;
gracias por tu aportación sigue el curso de tu sugerencia en el buzón ciudadano de;0;
graciasa ver si saco tiempo y le echo un vistazo saludos desde vitoriagasteiz;0;
graciaspor dejarme tirado en la calle por vez en lo que va de curso;0;
gráficos del informe de evaluación del plan de movilidad sostenible y espacio público;0;
gran noche la de ayer sí señorvitoria spain;0;
gran renta es la economía;0;
grandísimo invento noademás está grabado en vitoriagasteiz;0;
great video and song only days for see you atvitoriagasteiz rock;0;
green capital un zorro muere por un cepo ilegal instalado en una huerta de vitoriagasteiz vía;1;delincuencia
grupo a ronda calle bcampos harrikada kirolaraba spcc;0;
grupo a ronda calle bmutilak leones de donosti spcc;0;
grupo a ronda calle bnew houses harrikada lacturale spcc;0;
grupo b ronda calle bmamemimo dragons spcc;0;
grupo b ronda calle bmoxó crianza spcc;0;
grupo b ronda calle bneskak divi spcc;0;
grupo ronda calle b harrikadajoven spcc;0;
grupo ronda calle bdiví new houses spcc;0;
grupo ronda calle bmoxó harrikada spcc;0;
guía del casting perfecto para buscar compañero de piso;0;
gymnasios vampm en vitoria alava información ;0;
h buesa arena todo a punto para otra gran noche de buen baloncesto a demostrar nuestro carácter;0;
ha sido decir sabéis q bts está nominado en los bbmas y me han dicho que me calle lmao;0;
habéis puesto pies en polvorosa y cambiáis retreta por chancleta huyendo de este frío sanprudencio tropical;0;
hablamos con marian izagirre portavoz dedel accidente que dejó la región devastada y;0;
habrá ayudas para cambiar ventanas en todos los barrios de vitoria;0;
habrá ayudas para cambiar ventanas en todos los barrios de vitoria vitoriagasteiz;0;
hace años día de mercado en gernika y ruido de motores en lo alto sobre las nubes grises;0;
hace falta ser basura muy cobarde para hacer algo asi ascoasko faxistakkanpora;0;
hace mucho tiempo que vengo observando que las canaletas que recogen el agua y que están situadas frente al cc d;1;espacio público
hacen falta donaciones de sangre en vitoria;1;administración pública
hacer deporte de alto rendimiento también mata;0;
hagámoslo bonito sucio;0;
hagamoslo bonito y sucio como el que busca dejar ese amor a un;0;
han sido los partidos disputados entre baskonia y joventut en vitoriagasteiz con un balance de victorias loc;0;
harto de violencia en el fútbol el deporte y la rivalidad no es esto ni muchísimo menos tolerancia cero con los;0;
has sido madre hace poco celébralo ahora que se acerca el diadelamadre con tu bebe;0;
has tenido frío esta noche es lógico;0;
has tenido un accidente estás bien es lo más importante rellenar el parte amistoso es muy fácil si no ;0;
has tratado de incauta a la que le pasa nudes a su novio no has calificado a la basura q los difunde todavia;0;
hasta las en;0;
hay dos tías en vitoria que me parecen ;0;
hay locales en gasteiz que tienen ese noseque ese incontestable carisma y personalidad locales de referencia;0;
hay novedades les han debido cazar los de herri norte y enseñarles lo que es el karma no me alegro xq;0;
hay posibles escenarios con la empresa de limpieza seguir con el contrato que se licite uno nuevo o que el ayto asuma la gestión directa;1;limpieza
he puesto catado por no repetir escuchado y tó el asco pa mi;0;
he votado porpara el mvpmovistar;0;
he vuelto a oír que el kalimotxo se invento en bilbao como no hace años en en la mili en vitoria ya se bebía cocacola con vino;0;
hemos barrido todo lararuizconde harrikada curling spccpista de hielo de vitoria;0;
hermanamiento de peñas previo al derby de esta noche en vitoria alaveseibar eibarfans;0;
hermosa armonía de pararse a pensar lo q puedo aportar hacer más grande lo nuestro frasesvitoria;0;
highlights baskonia vitoria gasteiz cska moscow game ;0;
historia de san prudencioquién fue san prudenciovitoriagasteiz;0;
hola a todcon tres inscripciones más completamos gruposi podéis compartid la infodaniarriphoto;0;
hola hay algún problema para registrarse en google hire con una cuenta de google ya existente gracias;0;
hola soy carlitos encantado de conocertefui rescatado de la calle con un absceso y una infección importante;0;
holame recuerdan otra vez horitas en las que no me entran las rodillas por otro autobús que no es alsa;1;movilidad
holami problema reside en que todas las mañanas sobre las conduzco por la calle luis heintz dirección pla;1;movilidad
holaquería informar de que en el contenedor gris de la esquina de la calle hortaleza con anglovasco aparecen con;1;limpieza
homilía de nuestra señora de estíbaliz;0;
hora y media de supercanasta de a enbaskonia fichajes euroliga liga endesa araberri y más os esperamos;0;
horarios de la web tienes un autobús para subir a la uni a las ocho y media autobús lol no;1;movilidad
hostelería ayudas del ayuntamiento de vitoriagasteizlas inversiones realizadas se acreditarán mediante facturas debidamente emitidas en l;0;
hostias muchas felicidades desde vitoria la voz de lacon permiso de;0;
hoy comienzan las inscripciones para bachillerato;0;
hoy como tantos otros días hemos vuelto a tener problemas en valentín de foronda en un parque infantil en el ;1;espacio público
hoy con los txistularis y atabalaris de gasteiz en las fiestas de abetxuko cuant amig he vuelto a ver;0;
hoy día de mayo con el resto de salas y bibliotecas cerradas excepto salas de estudio de salburua el pilar e ;1;administración pública
hoy el nublado día no ha impedido poder disfrutar de una bonita mañana educacionambiental mirad las fotos ;0;
hoy en vitoria es san prudencio se sale y conforme más se acerca el draft más ganas me dan de quedarme en casa pero habrá que cumplir ;0;
hoy es de mayo un buen día para celebrar los triunfosde nuestros principales equipos de vitoria contundente;0;
hoy es mi último día de la semana egun on egunon buenosdias vitoriagasteiz green;0;
hoy es san prudencio en gasteiz y tenemos que honrar a nuestro patrón así que fiesta;0;
hoy hoscar vazquez presidente del sáenz horecaen especial sanprudencio en plaza n;0;
hoy la gente ha estado sacandose tabas y no entienden que me dan asco ;0;
hoy no ha habido suerte con el tiempolluvia granizoviento y frío nos han acompañado en esta mañana ciclistaaun así unos cuantosa rodar;0;
hoy no hay programa pero mañana lunes estaremos en estíbaliz con larutaslow parayal;0;
hoy otra vez han vuelto a aprender sobre el agua con la actividad de amvisa el alumnado degracias;0;
hoy pilláis ya billete para la f me da a mí;0;
hoy ración extra de baloncesto en a las h encony ;0;
hoy san prudencio en vitoriagasteiz;0;
hoy se amplía en horas el horario de cierre de los locales hosteleros no te pases respetalas;0;
hoy servicios especiales de bus para ir a armentia vitoriagasteiz;0;
hoy son obligatorios y eso que a mí tampoco me hacen mucha gracia sanprudencio;0;
hoy tenéis una cita con la poesía;0;
hoy tenemos tarde de derbi en mendigasteiz da la bienvenida a los aficionados guipuzcoanos a;0;
hoy toca ver a killerkume y meido en el gora a tope con los domingos negros a tope con el ruido;0;
huye en coche tras embestir a un ciclista en vitoria;1;delincuencia
i encuentro del voluntariado vasco en vitoriagasteiz y crónica de nuestras dos representantes;0;
i know pero por soñar que no seaque aquí a mike no se le hizo volver en bus;0;
ii edición feria creativa merkacity vitoriagasteiz de mayo;0;
ii encuentro de equipos de pastoral juvenil en granada de abril;0;
il nostro lider maximo è;0;
im at bar restaurante ezaro in vitoriagasteiz;0;
im at cep salburua in vitoriagasteiz arabaalava;0;
im at tesorería general de la seguridad social in vitoriagasteiz;0;
implantación de la formación ciclista y unabicimaslaciudaddelasbicis;0;
in memoriam x ls compañeros de la agrupación de tráfico q murieron sirviendo al ciudadanodanosvalor;0;
inauguración del piso de la asociación de acogida etxea josu de gasteiz;0;
increíble el puto robo patética euroliga;0;
incremento en defensa del y reducción cambio climático del recortes en sostenibilidad y medio ambiente;0;
indignación en el vuelo lanzarotevitoria desviado a loiu porque foronda está cerrado;1;movilidad
inscripción abierta para los talleres de activación laboral de;0;
intento de homicidio en vitoriadetenido un menor vitoriagasteiz;1;delincuencia
iñaki prusilla participa en la apertura del coloquio internacional elikadura sobre el futuro de la alimentación;0;
iquestdonde se pueden adquirir los librosinformaciãn y atenciãn ciudadanaotros informaciãn y atenci;0;
esta previsto que algún autobús urbano llegue hasta la zona de jundiz oeste por la zona de margarita o f;1;movilidad
iquesty después de mes han tomado alguna decisión al respecto porque la cosa sigue igual y esa indeterminaci;0;
jajaja nunca he dicho que un ironman o maratón sea saludable saludable es darse;0;
jajaja yo soy del glorioso ya ves tu el problema;0;
jajajajaja de verdad que no tienes remedio penaltis inventados para el barsa y ni pitan el de dimar;0;
jajajajajajajajjaajajj qué problema tiene mi hermano por favorrrrrrr;0;
jajajjaaj he buscado la solución para que no me entre la rueda delantera en las vias del tranvía p;0;
jajsjsjsjsjnsjsjsjsjshsjshhshshshshsbshjsjshsjjsjshquiero un hijo para ponerle ese gorro y salir a la calle así;0;
jamás entenderé a los que gritáis a las tías por la calle es muy irrespetuoso y os dejáis mal a vosotros mismos y al resto de tíos;0;
